id,texto,sentimiento,categoria,fecha,dia_semana,hora_aproximada,es_fin_de_semana,calificacion,canal,precio_rango,tiempo_desde_compra_dias,tema_principal,longitud_caracteres,num_palabras,tiene_mayusculas_excesivas,num_signos_exclamacion,tiempo_respuesta_horas,fue_respondido,resolucion,prioridad,requiere_atencion_inmediata,confianza_modelo,requiere_revision_humana
7888,El servicio al cliente es terrible!!,Negativo,Hotel,2025-09-11,Thursday,Tarde,False,1,Web,Premium,86,Atención,36,6,False,2,41.0,True,En Proceso,Alta,True,0.75,True
7889,Servicio pésimo e ineficiente. Nefasto servicio!,Negativo,Hotel,2024-01-01,Monday,Noche,False,1,Teléfono,Premium,10,Atención,48,6,False,1,,False,N/A,Media,False,0.71,True
7890,Ni más ni menos,Neutro,Delivery,2025-10-05,Sunday,Noche,True,3,Teléfono,Premium,53,Producto Defectuoso,15,4,False,0,36.0,True,N/A,Media,False,0.89,False
7891,"Me gustó mucho, es justo lo que necesitaba",Positivo,Soporte Técnico,2024-07-31,Wednesday,Mañana,False,4,Email,Premium,90,Precio,42,8,False,0,2.0,True,Resuelto,Baja,False,0.84,False
7892,Fantástica atención al cliente,Positivo,Banco,2024-02-22,Thursday,Noche,False,5,App Móvil,Medio,60,Atención,30,4,False,0,24.0,True,N/A,Baja,False,0.92,False
7893,Servicio estándar,Neutro,Producto,2024-01-21,Sunday,Mañana,True,3,Email,Medio,90,Atención,17,2,False,0,2.0,True,N/A,Baja,False,0.73,True
7894,Nada especial pero funciona,Neutro,Restaurante,2024-11-12,Tuesday,Noche,False,3,Chat,Premium,27,Calidad,27,4,False,0,41.0,True,Resuelto,Baja,False,0.61,True
7895,"Muy satisfecho, volveré pronto",Positivo,Soporte Técnico,2025-05-04,Sunday,Tarde,True,5,Tienda Física,Premium,27,Atención,30,4,False,0,44.0,True,N/A,Baja,False,0.99,False
7896,Producto como en las fotos. La calidad es excepcional,Positivo,Restaurante,2024-11-30,Saturday,Mañana,True,5,Chat,Premium,7,Calidad,53,9,False,0,12.0,True,Resuelto,Baja,False,0.93,False
7897,No funciona bien. Producto horrible!,Negativo,Servicio,2025-06-29,Sunday,Mañana,True,1,Tienda Física,Medio,53,Producto Defectuoso,36,5,False,1,35.0,True,Resuelto,Alta,True,0.84,False
7898,Muy buena calidad,Positivo,Restaurante,2025-05-04,Sunday,Noche,True,5,Chat,Medio,61,Calidad,17,3,False,0,39.0,True,Resuelto,Baja,False,0.86,False
7899,Servicio regular,Neutro,Banco,2024-04-03,Wednesday,Noche,False,3,App Móvil,Premium,19,Atención,16,2,False,0,,False,N/A,Baja,False,0.87,False
7900,Servicio aceptable,Neutro,Tienda Online,2024-06-16,Sunday,Noche,True,3,Chat,Premium,4,Atención,18,2,False,0,,False,N/A,Baja,False,0.65,True
7901,Nada del otro mundo,Neutro,Producto,2024-08-09,Friday,Noche,False,3,Chat,Medio,13,Precio,19,4,False,0,,False,N/A,Baja,False,0.67,True
7902,Nada profesionales. Material de mala calidad,Negativo,E-commerce,2024-05-04,Saturday,Tarde,True,2,Chat,Económico,32,Calidad,44,6,False,0,,False,N/A,Media,False,0.81,False
7903,Servicio pésimo e INEFICIENTE. Atención deplorable!!,Negativo,Producto,2024-07-21,Sunday,Tarde,True,2,App Móvil,Económico,27,Atención,52,6,False,2,49.0,True,Resuelto,Alta,True,0.92,False
7904,Servicio lento y deficiente. Totalmente insatisfecho,Negativo,Soporte Técnico,2025-11-24,Monday,Mañana,False,1,Web,Medio,97,Entrega,52,6,False,0,114.0,True,No Resuelto,Alta,True,0.86,False
7905,No lo vuelvo a usar. Pésima CALIDAD general,Negativo,Banco,2025-07-21,Monday,Mañana,False,1,Web,Premium,2,Calidad,43,8,False,0,108.0,True,No Resuelto,Media,False,0.74,True
7906,Producto duradero y de calidad!,Positivo,E-commerce,2024-11-17,Sunday,Tarde,True,4,Chat,Premium,26,Calidad,31,5,False,1,17.0,True,Resuelto,Baja,False,0.83,False
7907,No cumplieron con lo prometido. Nefasto servicio,Negativo,Servicio,2025-04-29,Tuesday,Noche,False,1,Web,Premium,29,Atención,48,7,False,0,113.0,True,En Proceso,Media,False,0.98,False
7908,"Servicio de 10, gracias. La calidad es excepcional",Positivo,Aplicación Móvil,2025-08-18,Monday,Mañana,False,5,App Móvil,Económico,45,Atención,50,8,False,0,,False,N/A,Baja,False,0.85,False
7909,Muy mala calidad. No lo vuelvo a usar!,Negativo,Banco,2024-08-03,Saturday,Noche,True,2,App Móvil,Económico,97,Calidad,38,8,False,1,58.0,True,En Proceso,Media,False,0.96,False
7910,Servicio decente,Neutro,Aplicación Móvil,2024-01-20,Saturday,Noche,True,3,App Móvil,Premium,63,Atención,16,2,False,0,,False,N/A,Baja,False,0.76,True
7911,"Me arrepiento de haber COMPRADO. Mala compra, no lo recomiendo!!",Negativo,Hotel,2024-04-04,Thursday,Mañana,False,1,Web,Premium,44,Producto Defectuoso,64,10,False,2,,False,N/A,Alta,True,0.81,False
7912,Ni bueno ni malo,Neutro,E-commerce,2024-05-30,Thursday,Tarde,False,3,App Móvil,Medio,4,Producto Defectuoso,16,4,False,0,7.0,True,N/A,Media,False,0.88,False
7913,"Mala compra, no lo recomiendo",Negativo,Hotel,2024-03-26,Tuesday,Noche,False,2,App Móvil,Medio,33,Entrega,29,5,False,0,76.0,True,No Resuelto,Alta,True,0.75,True
7914,Atención horrible. Producto de baja calidad,Negativo,Soporte Técnico,2025-05-19,Monday,Mañana,False,2,Tienda Física,Premium,101,Calidad,43,6,False,0,105.0,True,No Resuelto,Media,False,0.76,True
7915,Producto como en las fotos,Positivo,Delivery,2025-01-20,Monday,Noche,False,5,Teléfono,Premium,49,Precio,26,5,False,0,16.0,True,Resuelto,Baja,False,0.82,False
7916,No vale lo que cuesta. Tardaron semanas en enviar!,Negativo,Tienda Online,2025-07-08,Tuesday,Tarde,False,1,Web,Económico,28,Precio,50,9,False,1,36.0,True,No Resuelto,Media,False,0.88,False
7917,Producto magnífico,Positivo,Hotel,2025-09-23,Tuesday,Tarde,False,5,Email,Premium,43,Entrega,18,2,False,0,,False,N/A,Baja,False,0.94,False
7918,No me gustó para nada,Negativo,Hotel,2024-11-23,Saturday,Tarde,True,1,Chat,Económico,3,Producto Defectuoso,21,5,False,0,106.0,True,No Resuelto,Alta,True,0.82,False
7919,Me sorprendió gratamente,Positivo,Restaurante,2024-06-29,Saturday,Mañana,True,4,Tienda Física,Premium,26,Producto Defectuoso,24,3,False,0,7.0,True,Resuelto,Baja,False,0.94,False
7920,No cumple expectativas!,Negativo,Restaurante,2025-02-23,Sunday,Noche,True,1,Tienda Física,Premium,31,Atención,23,3,False,1,89.0,True,No Resuelto,Media,False,0.9,False
7921,"Muy satisfecho, volveré pronto",Positivo,Banco,2024-02-11,Sunday,Noche,True,5,Web,Premium,38,Producto Defectuoso,30,4,False,0,35.0,True,N/A,Baja,False,0.75,True
7922,Totalmente satisfecho!,Positivo,Aplicación Móvil,2024-04-24,Wednesday,Mañana,False,4,Web,Económico,24,Entrega,22,2,False,1,21.0,True,Resuelto,Baja,False,0.8,False
7923,"Me gustó mucho, es justo lo que necesitaba. Entrega rápida y producto impecable",Positivo,Producto,2024-01-20,Saturday,Tarde,True,4,Email,Económico,37,Entrega,79,13,False,0,28.0,True,N/A,Baja,False,0.87,False
7924,Es un producto medio,Neutro,Aplicación Móvil,2025-02-21,Friday,Noche,False,3,Chat,Medio,17,Producto Defectuoso,20,4,False,0,,False,N/A,Media,False,0.69,True
7925,Atención horrible. Nadie respondió mis mensajes,Negativo,Producto,2024-07-05,Friday,Tarde,False,2,Chat,Premium,7,Atención,47,6,False,0,22.0,True,Resuelto,Media,False,0.78,True
7926,"Mala calidad, no vale la pena",Negativo,Soporte Técnico,2025-09-09,Tuesday,Noche,False,1,Chat,Económico,104,Calidad,29,6,False,0,,False,N/A,Media,False,0.85,False
7927,"Muy mala relación calidad-precio. MALA calidad, no vale la pena",Negativo,Servicio,2025-08-17,Sunday,Noche,True,1,Email,Premium,82,Calidad,63,10,False,0,60.0,True,No Resuelto,Media,False,0.79,True
7928,"Llegó antes de lo esperado, excelente!. La calidad es excepcional",Positivo,Restaurante,2025-04-12,Saturday,Tarde,True,4,Tienda Física,Económico,52,Calidad,65,10,False,1,8.0,True,Resuelto,Baja,False,0.82,False
7929,Servicio excepcional,Positivo,Restaurante,2025-05-27,Tuesday,Tarde,False,4,Email,Premium,84,Atención,20,2,False,0,16.0,True,Resuelto,Baja,False,0.97,False
7930,"Definitivamente volveré a comprar. Me gustó mucho, es justo lo que necesitaba!",Positivo,Tienda Online,2025-08-29,Friday,Noche,False,4,Web,Premium,54,Atención,78,12,False,1,33.0,True,N/A,Baja,False,0.78,True
7931,Producto duradero y de calidad. Muy buena experiencia de compra,Positivo,Restaurante,2024-09-26,Thursday,Mañana,False,4,Tienda Física,Premium,17,Calidad,63,10,False,0,19.0,True,Resuelto,Baja,False,0.77,True
7932,"Totalmente satisfecho. Espectacular, sin quejas",Positivo,Tienda Online,2025-07-14,Monday,Noche,False,4,Teléfono,Medio,51,Precio,47,5,False,0,,False,N/A,Baja,False,0.84,False
7933,Pésima calidad general,Negativo,Restaurante,2025-01-03,Friday,Noche,False,2,Web,Económico,4,Calidad,22,3,False,0,17.0,True,Resuelto,Media,False,0.87,False
7934,No resolvieron mi problema. No es como se describe!,Negativo,Banco,2024-01-10,Wednesday,Noche,False,1,Teléfono,Medio,70,Calidad,51,9,False,1,46.0,True,No Resuelto,Media,False,0.75,True
7935,"Me encanta, es perfecto",Positivo,Restaurante,2025-04-07,Monday,Mañana,False,4,Tienda Física,Medio,53,Precio,23,4,False,0,,False,N/A,Baja,False,0.93,False
7936,"Totalmente satisfecho. Producto excelente, justo lo que buscaba",Positivo,Delivery,2024-09-12,Thursday,Mañana,False,5,Chat,Premium,10,Atención,63,8,False,0,45.0,True,Resuelto,Baja,False,0.85,False
7937,Mejor de lo que esperaba,Positivo,Hotel,2024-08-07,Wednesday,Noche,False,4,Teléfono,Premium,54,Atención,24,5,False,0,39.0,True,N/A,Baja,False,0.84,False
7938,Cumple sin destacar,Neutro,Aplicación Móvil,2025-06-15,Sunday,Noche,True,3,Teléfono,Medio,55,Entrega,19,3,False,0,47.0,True,Resuelto,Media,False,0.86,False
7939,Está bien para ocasional,Neutro,Servicio,2024-05-07,Tuesday,Noche,False,3,Web,Medio,37,Atención,24,4,False,0,39.0,True,N/A,Baja,False,0.82,False
7940,No cumplieron con lo prometido. No lo vuelvo a usar!!,Negativo,Delivery,2024-10-14,Monday,Mañana,False,1,Tienda Física,Económico,93,Atención,53,10,False,2,87.0,True,No Resuelto,Alta,True,0.78,True
7941,"Muy buena atención, gracias",Positivo,Producto,2024-07-02,Tuesday,Mañana,False,4,Email,Medio,88,Atención,27,4,False,0,28.0,True,N/A,Baja,False,0.78,True
7942,Pésima atención al cliente. Atención horrible!,Negativo,E-commerce,2025-12-18,Thursday,Mañana,False,2,App Móvil,Económico,28,Atención,46,6,False,1,58.0,True,En Proceso,Media,False,0.81,False
7943,La atención al cliente fue maravillosa. Servicio excepcional,Positivo,Tienda Online,2024-01-02,Tuesday,Mañana,False,4,Chat,Medio,5,Atención,60,8,False,0,43.0,True,N/A,Baja,False,0.98,False
7944,Producto de calidad excepcional. Me fascina este producto,Positivo,Servicio,2025-08-19,Tuesday,Mañana,False,4,Email,Medio,78,Calidad,57,8,False,0,1.0,True,Resuelto,Baja,False,0.89,False
7945,Pésima atención al cliente,Negativo,Soporte Técnico,2024-07-28,Sunday,Noche,True,1,Teléfono,Premium,53,Atención,26,4,False,0,,False,N/A,Media,False,0.8,False
7946,"Está bien, pero podría mejorar. Está bien para el día a día",Neutro,Tienda Online,2024-04-07,Sunday,Mañana,True,3,Chat,Medio,2,Calidad,59,12,False,0,,False,N/A,Baja,False,0.61,True
7947,Cumple sin destacar,Neutro,Aplicación Móvil,2024-08-06,Tuesday,Tarde,False,3,App Móvil,Medio,54,Producto Defectuoso,19,3,False,0,1.0,True,N/A,Media,False,0.65,True
7948,Servicio decente. Nada especial pero funciona,Neutro,Soporte Técnico,2025-02-03,Monday,Noche,False,3,App Móvil,Medio,63,Atención,45,6,False,0,,False,N/A,Baja,False,0.78,True
7949,La calidad es excepcional. Brillante servicio,Positivo,Tienda Online,2025-01-16,Thursday,Tarde,False,4,Email,Económico,80,Atención,45,6,False,0,7.0,True,Resuelto,Baja,False,0.75,True
7950,Servicio lento y deficiente. No es como SE describe,Negativo,Restaurante,2025-02-11,Tuesday,Mañana,False,2,Tienda Física,Premium,102,Atención,51,9,False,0,65.0,True,En Proceso,Media,False,0.78,True
7951,"Excelente compra, totalmente recomendado",Positivo,Aplicación Móvil,2024-02-17,Saturday,Tarde,True,5,Teléfono,Medio,67,Precio,40,4,False,0,44.0,True,Resuelto,Baja,False,0.84,False
7952,No LO recomendaría jamás!,Negativo,Servicio,2024-04-27,Saturday,Tarde,True,1,Email,Premium,105,Atención,25,4,False,1,13.0,True,No Resuelto,Media,False,0.89,False
7953,"Muy buena experiencia de compra. Producto genial, lo adoro!",Positivo,Banco,2025-04-21,Monday,Tarde,False,5,Web,Premium,30,Entrega,59,9,False,1,1.0,True,Resuelto,Baja,False,0.98,False
7954,Es un producto medio,Neutro,Hotel,2024-06-30,Sunday,Tarde,True,3,Chat,Económico,42,Atención,20,4,False,0,,False,N/A,Baja,False,0.84,False
7955,"Llegó antes de lo esperado, excelente!. Quedé muy satisfecho con todo",Positivo,Soporte Técnico,2025-01-08,Wednesday,Mañana,False,4,Web,Medio,6,Entrega,69,11,False,1,18.0,True,Resuelto,Baja,False,0.86,False
7956,Material de mala calidad. Servicio lamentable,Negativo,Hotel,2024-07-16,Tuesday,Mañana,False,2,Chat,Económico,97,Calidad,45,6,False,0,88.0,True,No Resuelto,Media,False,0.97,False
7957,El peor servicio que he recibido. Para nada recomendable!,Negativo,Restaurante,2025-06-23,Monday,Noche,False,1,App Móvil,Económico,40,Atención,57,9,False,1,,False,N/A,Media,False,0.96,False
7958,Todo salió perfecto. Increíble calidad por el precio,Positivo,Tienda Online,2024-09-18,Wednesday,Noche,False,4,Teléfono,Económico,8,Calidad,52,8,False,0,,False,N/A,Baja,False,0.9,False
7959,Producto básico pero funcional,Neutro,Banco,2024-03-11,Monday,Noche,False,3,Chat,Económico,1,Producto Defectuoso,30,4,False,0,,False,N/A,Media,False,0.65,True
7960,Muy buena experiencia de compra. Muy feliz con mi pedido!,Positivo,Delivery,2024-11-23,Saturday,Noche,True,4,Tienda Física,Medio,73,Entrega,57,10,False,1,8.0,True,Resuelto,Baja,False,0.81,False
7961,Servicio pésimo e ineficiente,Negativo,Delivery,2024-08-24,Saturday,Tarde,True,2,Chat,Medio,107,Atención,29,4,False,0,104.0,True,No Resuelto,Media,False,0.91,False
7962,Es un producto promedio,Neutro,Delivery,2025-05-09,Friday,Noche,False,3,App Móvil,Económico,71,Producto Defectuoso,23,4,False,0,,False,N/A,Media,False,0.64,True
7963,Producto horrible. Entrega tardía y producto defectuoso,Negativo,Soporte Técnico,2025-11-04,Tuesday,Tarde,False,1,Chat,Medio,112,Entrega,55,7,False,0,,False,N/A,Alta,True,0.77,True
7964,Servicio pésimo e ineficiente,Negativo,E-commerce,2025-03-07,Friday,Tarde,False,2,Web,Económico,4,Atención,29,4,False,0,,False,N/A,Media,False,0.77,True
7965,Envío súper rápido,Positivo,E-commerce,2024-01-05,Friday,Tarde,False,4,Email,Medio,6,Entrega,18,3,False,0,36.0,True,N/A,Baja,False,0.92,False
7966,Ni más ni menos,Neutro,E-commerce,2024-07-02,Tuesday,Tarde,False,3,Tienda Física,Medio,38,Precio,15,4,False,0,,False,N/A,Baja,False,0.87,False
7967,Atención deplorable. Muy mala calidad,Negativo,Aplicación Móvil,2024-08-10,Saturday,Tarde,True,2,Web,Económico,119,Atención,37,5,False,0,86.0,True,En Proceso,Media,False,0.98,False
7968,"Está ok. Normal, como esperaba",Neutro,Delivery,2024-11-18,Monday,Mañana,False,3,Email,Medio,14,Atención,30,5,False,0,,False,N/A,Baja,False,0.61,True
7969,Está bien para ocasional. Producto ordinario,Neutro,Hotel,2024-02-12,Monday,Tarde,False,3,Chat,Premium,61,Entrega,44,6,False,0,66.0,True,N/A,Media,False,0.9,False
7970,Definitivamente volveré a comprar. Entrega rápida y producto impecable,Positivo,Tienda Online,2024-07-22,Monday,Mañana,False,4,Web,Económico,63,Entrega,70,9,False,0,,False,N/A,Baja,False,0.81,False
7971,Es aceptable para uso básico,Neutro,Hotel,2025-01-09,Thursday,Tarde,False,3,Chat,Económico,15,Entrega,28,5,False,0,45.0,True,Resuelto,Media,False,0.87,False
7972,Para nada recomendable!,Negativo,E-commerce,2025-08-17,Sunday,Noche,True,1,App Móvil,Premium,112,Calidad,23,3,False,1,28.0,True,En Proceso,Media,False,0.88,False
7973,Es lo normal,Neutro,Producto,2025-05-11,Sunday,Mañana,True,3,Teléfono,Económico,52,Atención,12,3,False,0,,False,N/A,Baja,False,0.73,True
7974,Atención horrible,Negativo,Soporte Técnico,2025-01-06,Monday,Noche,False,1,Email,Medio,61,Atención,17,2,False,0,68.0,True,No Resuelto,Media,False,0.9,False
7975,Experiencia memorable!,Positivo,Servicio,2025-10-28,Tuesday,Tarde,False,4,Tienda Física,Premium,46,Precio,22,2,False,1,,False,N/A,Baja,False,0.8,False
7976,Me decepcionó completamente,Negativo,Delivery,2025-06-07,Saturday,Tarde,True,1,Email,Económico,98,Calidad,27,3,False,0,100.0,True,No Resuelto,Media,False,0.98,False
7977,Es adecuado. Está bien para el precio,Neutro,Aplicación Móvil,2025-05-18,Sunday,Mañana,True,3,Chat,Económico,14,Precio,37,7,False,0,,False,N/A,Baja,False,0.86,False
7978,Muy mala calidad,Negativo,Producto,2024-12-28,Saturday,Noche,True,2,Chat,Medio,64,Calidad,16,3,False,0,46.0,True,Resuelto,Media,False,0.93,False
7979,Servicio profesional y eficiente,Positivo,Producto,2025-03-22,Saturday,Noche,True,5,App Móvil,Medio,50,Atención,32,4,False,0,,False,N/A,Baja,False,0.9,False
7980,Experiencia memorable. Estoy muy contento con el resultado,Positivo,Hotel,2024-03-31,Sunday,Tarde,True,4,Teléfono,Económico,79,Calidad,58,8,False,0,39.0,True,Resuelto,Baja,False,0.81,False
7981,"Normal, como esperaba",Neutro,Restaurante,2025-12-10,Wednesday,Noche,False,3,Tienda Física,Económico,30,Calidad,21,3,False,0,,False,N/A,Baja,False,0.71,True
7982,No puedo estar más feliz. Brillante servicio,Positivo,Hotel,2025-05-26,Monday,Noche,False,5,App Móvil,Medio,78,Atención,44,7,False,0,38.0,True,N/A,Baja,False,0.89,False
7983,Nada especial pero funciona,Neutro,Aplicación Móvil,2025-01-23,Thursday,Mañana,False,3,Chat,Económico,59,Atención,27,4,False,0,52.0,True,N/A,Baja,False,0.68,True
7984,"Totalmente recomendable, 5 estrellas",Positivo,Producto,2024-01-10,Wednesday,Mañana,False,5,Email,Premium,22,Calidad,36,4,False,0,,False,N/A,Baja,False,0.83,False
7985,Muy buena experiencia de compra,Positivo,Tienda Online,2024-03-07,Thursday,Mañana,False,5,Email,Medio,64,Calidad,31,5,False,0,9.0,True,N/A,Baja,False,0.94,False
7986,Está bien para ocasional,Neutro,Producto,2024-11-08,Friday,Noche,False,3,Web,Económico,32,Entrega,24,4,False,0,,False,N/A,Media,False,0.78,True
7987,Estoy muy contento con el resultado,Positivo,Delivery,2024-12-22,Sunday,Mañana,True,4,Teléfono,Premium,90,Precio,35,6,False,0,37.0,True,Resuelto,Baja,False,0.84,False
7988,Muy satisfecho con mi compra!,Positivo,Hotel,2024-10-08,Tuesday,Tarde,False,4,Tienda Física,Premium,36,Calidad,29,5,False,1,20.0,True,Resuelto,Baja,False,0.87,False
7989,"Me gustó mucho, es justo lo que necesitaba",Positivo,Tienda Online,2025-05-19,Monday,Mañana,False,5,Teléfono,Económico,77,Producto Defectuoso,42,8,False,0,,False,N/A,Baja,False,0.79,True
7990,"La mejor compra que he hecho. Atención personalizada, me encantó!",Positivo,Banco,2025-10-28,Tuesday,Mañana,False,5,Teléfono,Medio,58,Atención,65,10,False,1,,False,N/A,Baja,False,0.78,True
7991,Muy buena experiencia de compra,Positivo,Tienda Online,2025-06-02,Monday,Tarde,False,4,App Móvil,Premium,61,Entrega,31,5,False,0,23.0,True,N/A,Baja,False,0.87,False
7992,Todo fue excelente,Positivo,Banco,2024-02-27,Tuesday,Tarde,False,5,Web,Económico,24,Calidad,18,3,False,0,9.0,True,N/A,Baja,False,0.79,True
7993,"Muy insatisfecho, NO volveré",Negativo,Servicio,2025-06-06,Friday,Mañana,False,1,Tienda Física,Medio,23,Precio,28,4,False,0,,False,N/A,Media,False,0.85,False
7994,Es un producto normal,Neutro,Restaurante,2025-09-20,Saturday,Mañana,True,3,Chat,Medio,22,Atención,21,4,False,0,,False,N/A,Baja,False,0.74,True
7995,Estoy muy contento con el resultado. Absolutamente perfecto,Positivo,Producto,2025-09-26,Friday,Tarde,False,5,Web,Premium,88,Entrega,59,8,False,0,6.0,True,Resuelto,Baja,False,0.81,False
7996,Nada especial,Neutro,Aplicación Móvil,2025-07-04,Friday,Noche,False,3,Tienda Física,Premium,61,Producto Defectuoso,13,2,False,0,,False,N/A,Media,False,0.66,True
7997,Muy profesionales y atentos!,Positivo,Tienda Online,2025-04-20,Sunday,Noche,True,5,Email,Económico,8,Atención,28,4,False,1,48.0,True,N/A,Baja,False,0.78,True
7998,"Fantástica atención al cliente. Una joya, muy recomendado",Positivo,Producto,2025-03-11,Tuesday,Tarde,False,4,App Móvil,Premium,73,Atención,57,8,False,0,48.0,True,N/A,Baja,False,0.88,False
7999,Me decepcionó completamente!,Negativo,Banco,2025-04-27,Sunday,Noche,True,1,Web,Medio,1,Producto Defectuoso,28,3,False,1,95.0,True,No Resuelto,Alta,True,0.81,False
8000,Resolvieron mi problema rápidamente,Positivo,Banco,2024-02-18,Sunday,Noche,True,5,Chat,Premium,74,Precio,35,4,False,0,39.0,True,N/A,Baja,False,0.88,False
